document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4
120,"One thing that could have made the study better would be to include different numbers by which the graph is labeled. For instance, you tell the test taker that a certain graph goes by 20 or by 40 to try and see if the number the graph goes by affects the subjects response.",1.0,6.99795293191493e-309,5.74368994949522e-309,4.23136108786857e-309,4.67617416167526e-309
121,I think the bar graphs and data ratios could have been simplified.,0.6727465813381244,0.10237049008592311,0.08877926620132158,0.0645136753019572,0.07158998707267374
122,"I think that the study was pretty good, and ran smoothly. The only thing I would say is to make it a little shorter, because at the end of it I started not being as particular.",0.0795678609053432,0.10422670147796521,0.126899150005695,0.15712526447133707,0.12328739156663983
123,"I think it was well-designed, especially with using random assignment. The random assignment assures the results can be valid.",0.13113442295662586,0.41055478678637436,0.09318920409303742,0.08305266685792005,0.06868585139467152
124,"My biggest critique of this study is that the users can move around the digital 3D graphs. If the researchers are trying to mimic previous results where 3D graphs are harder to read than 2D as a control, I would imagine they would need to keep the 3D graphs in one plane of viewing only.",0.7681283587599389,0.06722119495457829,0.06279519202947655,0.04917280993541745,0.05268244432058874
125,"To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.",0.09965809479985313,0.4511146895209829,0.09079390171617159,0.06764306659506561,0.07688236433411336
126,"I think that this study was done well for the most part. The only thing I would change is how the models are labeled, because I would get slightly confused at some parts.",0.07450554319577035,0.10704502582440972,0.12655359342816266,0.17809285904742692,0.12892603281426795
127,"I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum.",0.05819850015570682,0.06407633707499924,0.10701798654946652,0.4147986697439814,0.10305430935040161
128,I would say people don’t really have accuse to 3D printings of the graphs so they are likely more familiar with the 2D. I couldn’t really do anything but maybe use 3D with them before starting the study,0.7549565396391317,0.070783713710347,0.06639926329510837,0.05187773208586425,0.05598275126954868
129,"I feel like one could lack some randomization, I might be wrong, but I feel like it kinda does a little bit just because some students had the same ones, and I even saw students working together in my class. Another critique could be based on whether there was one class in particular that did better; it could be because they were taught different things, or instructed differently things so maybe just fixing something like that. Lastly, possibly just share more about what it was kinda about beforehand if you get what I'm saying.",0.07345250539539454,0.07344921552574818,0.5870450858974464,0.0944842424110173,0.092548046505833
130,"I think some of the aspects of the digital study were a little confusing but that could very well have been user error. I think maybe color coding the graphs would be better than the shapes, especially on the digital graphs, just because sometimes it got confusing.",1.0,6.09495054446169e-309,5.18485326261105e-309,3.92945399476779e-309,4.278834115839194e-309
131,The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assigned bags randomly to students instead of letting them just grab one just so that I don't have a large amount of students with a certain group.,0.13748176994563466,0.11396944993530549,0.17037863774798695,0.08790984227396155,0.08326478234375692
132,I think that the design should have had a short brief intro like before class started on what the experiment was trying to identify. I think if I knew what I was participating in I would have been more exact with the sliders. I would have been more serious about it and tried harder over all.,1.0,1.537612862235395e-308,1.0588645674405565e-308,7.95818447795259e-309,7.511707972251314e-309
133,"I think the design is pretty well laid-out. I suppose of anything, it could be good to get a wider variety in the people sampled, besides STAT218 students.",0.06012311066569553,0.0619264198003815,0.49266990529593546,0.07669650798623796,0.08297089696658298
134,I think that making the bars right next to each other on everything would have help and maybe lines at every 50. I think that would help with more accurate answers.,0.6919641963783357,0.09682448066361105,0.08375966255559923,0.06039370154782896,0.06705795885462507
135,"One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.",0.7531934040762156,0.07374716009016638,0.0672403113099459,0.051323334495785154,0.05449579002788707
136,I don't really have any critiques. Maybe just to have more knowledge during the experiment and what it was really asking me to do.,0.10856651140684437,0.26480969531038717,0.08226470106818616,0.0871950106939466,0.06531254004938011
137,I do not have any critiques for this study. I believe that the study was well thought through and created so that anyone could participation. The breakdown of the experiment was a great aspect that helps with the short attention span of students.,0.05020382279804823,0.05630956077340083,0.08864688454769604,0.46312494013099764,0.08886059462441276
138,"The only critique i have was that i was very confused the whole time. I couldnt understand what my responses were going to be used for, and couldnt tell if they would be focusing on which shape i chose or something different. I think better instructions couldve helped.",0.10765983869546403,0.1630179828903541,0.0910162944506313,0.12110984882902227,0.08072579618840957
139,"I think it is a very interesting study, I think studying the difference in perception based on age category could add a lot of further insight into how our brains develop an ability to perceive the differences.",0.14286565226459896,0.14368034241015434,0.11418617184208377,0.06596047703229996,0.07300579187252383
140,"I think the labeling of the bars could have been better. It was extremely difficult to answer what they actually wanted us too. However, part of me thinks they purposely did this because they wanted it to be difficult for us to tell the proportions of the bars.",1.0,1.039429475889932e-308,9.02117651294425e-309,6.072621489242177e-309,6.835481117933075e-309
141,The studies small and non diverse sample limits widely the results can be applied. A more inclusive participant group would improve its reliability and impact.,6.65482080524005e-309,8.617731142546376e-309,1.9296140050321946e-308,1.252693585277277e-308,1.0
142,I would have more than one experiment to ensure an unbiased result. Test each student multiple times instead of just once.,0.13459537233815327,0.11288400118189082,0.17529552215127087,0.08628484942063586,0.08394473715469473
143,"*

Lack of control variables – If important factors weren’t controlled, it could lead to biased outcomes.

*

Measurement tools – If the study relied on subjective measures or poorly validated tools, results might be less reliable.",7.28737737773031e-309,9.607775936975995e-309,2.1233572070001394e-308,1.335083003161151e-308,1.0
144,The study needed more than direction. I needed to know what exactly the study was going to be calculating. I liked learning about the different between 2D and 3D.,1.0,4.7020645431093e-309,4.43651173954536e-309,3.415845524690036e-309,3.601823407911647e-309
145,"I found the 3D graphs in the bag instructions a bit confusing and unclear. The instructions seemed to direct me to an applet or website to view the 2D version, but I wasn’t sure whether I was supposed to focus on the 2D graphs online or the 3D graphs in person. I think the experience could be improved with clearer instructions right at the beginning.",0.74979050212206,0.07361414744607261,0.06761607919126911,0.05255981473706154,0.05641945650353678
146,I personally learn better from hands on so I believe that the actual the 3D printed graph had a significant advantage over the non physical graphs. I would say that to make this experiment better questions about peoples learning preferences should be included to stop outliers and to decrease a skew in the results or at least find the solution for the skew.,0.7735221949716462,0.06790581439305182,0.0615923777969837,0.04673361704110451,0.05024599579721375
147,"Overall I think this was a pretty solid experimental design. I would maybe gather participants in a more randomized way rather than just in a stats class, maybe college students in general or students in any type of math class.",0.13309484045670908,0.11029391184152937,0.17517348525491258,0.09052776863647935,0.0839144760570151
148,Some critiques that I have is that a person vision was not taken into affect because different individuals may be near sided or have a hard time with eyesight which could have lead to skewed results.,0.3752507681093388,0.11712076556437882,0.08752458088521779,0.061931739879482944,0.06596499780882553
149,"I do not have any critiques for this study and design. I like how, going into the experiment, the participants have little to no information on what they are participating in besides it being an experiment. This keeps the answers and their results authentic.",0.09639938858254585,0.11331726207192876,0.12737801579571503,0.18637991086419955,0.10502752381899731
150,"One critique of the study is that the sample size may have been too small to generalize the results widely. Additionally, more diversity in participant demographics could have strengthened the findings. Including a follow-up or longitudinal component would have provided insight into whether the effects observed were lasting.",6.462232498319405e-309,8.31878674630107e-309,1.78395513358897e-308,1.335275372226921e-308,1.0
151,"My only critique about this study is that seeing all of the background information after we do the study seems a little pointless. If we did the study once before and then once again after getting all of the information, it would be interesting to see any differences.",0.07984875341976362,0.12368026459339501,0.14253990030358804,0.13588169348833165,0.1331724425049593
152,I still don't quite understand the purpose of this study. Like what are they planing to do or use this information and study outcomes for? I know he explained how they want to add even more types of graphs to the study in the future but he never said what they want to use the results for.,0.6541836331067776,0.11932402464086762,0.09267470636624714,0.06310646253551357,0.07071117335059406
153,"I do not have any particular critiques of this study and its design. I thought it was designed fairly well for its purpose, and I am not familiar with exactly how various studies ought to be designed. I suppose that a more random sample could improve the merit of the study. By this, I mean that the sample could have been random students in random classes and/or majors.",0.06151332508470295,0.06566517368561445,0.42339405754688036,0.11470747078583983,0.10416645099700685
154,"One critique is that the sample size was relatively small, which might affect how generalizable the results are. The study could also benefit from more control over confounding variables, which would improve the reliability of the findings.",6.841287459522225e-309,8.75204462114364e-309,1.8553560576653733e-308,1.7845044614848004e-308,1.0
155,"I feel that having a bit more knowledge of what the experiment is for would have made it a bit more engaging. While I knew how to do it and the process, I was still unsure of the reasoning for it all.",0.06151280417914641,0.8011044824162832,0.0417500527137167,0.03545974751938962,0.03373377440926779
156,I believe that this experiment would be better if we were explained what the experiment was for. I had a hard time taking the experiment seriously because I did not understand the purpose of what I was doing. So understanding what we are doing would make this study better.,1.2487680310040656e-308,1.0,9.906273849567627e-309,8.23186672965193e-309,8.04347807104632e-309
157,"The only critique that I have for this study is that it isn't engaging enough. In its defense this is a study about graphs and boring stuff like that, so it is going to be hard to make it engaging to people.",0.6993005946547607,0.09718417481497885,0.08087191249890205,0.05953597403225849,0.06310734399909991
158,I think really explaining what the abstract was for during the first step would help them with better results. I was confused on what the purpose was so I felt as though I did not need to try as hard or get the correct results.,1.0899491393024037e-308,1.0,9.59188588825393e-309,7.749910344535203e-309,8.247618513950535e-309
159,I don't really have any critiques. The study maybe would have been better if at the beginning we were told why we were comparing 2d and 3d graphs.,0.6667217054231588,0.10172734927717678,0.08939920652261625,0.06905828328368256,0.07309345549336564
160,They could have used some more data and tried to be more efficient. If they would have used more data they could have gotten a better idea of the experiment.,0.07338846531387416,0.45620417523397694,0.05774022293533043,0.042211952659562804,0.043867399163100264
161,"The only critique I would have is that I think it should be expanded to students outside of just Statistics. I understand why they chose these students, but I think it would be interesting to see how the data would differ between students in other classes.",0.05482858086134517,0.056434477427295696,0.7052688813127933,0.08116307939619571,0.08043746018213824
162,"I think that this study and its design could have been better with the way that the 3D-printed models were printed. Some of them had weird bumps or errors in their prints, which could affect the results. The way we were able to view the 2D online models could have been different like it would be more helpful to zoom in or move it around more.",1.0,4.65668632659744e-309,4.29554544175212e-309,3.330246893185916e-309,3.517672927912516e-309
163,"The sample size of this experiment could possibly create a bias, because we are getting a large proportion from the same class that is an entry level stats class. Because all of the students are in an intro stats course they might not be the smartest math students. I suggest we open this study up to all students to eliminate all possible biases.",9.516296305209054e-309,1.026109877530081e-308,1.0,1.1025371633920064e-308,1.40636676683626e-308
164,I have not participated in a blind study before so I do not have much to compare to. I would maybe like to know beforehand that they would explain later instead of being confused.,0.09214334631377963,0.19553163214113525,0.13271336592786623,0.08802886625321674,0.12596041401437866
165,"I would say to make the labels on the bottom of the 3D printed graphs different. When I was doing this study, I only looked at the last 4 digits of the graph and realized halfway through that I was looking at the wrong graph because they were labelled so similarly.",0.701173470470812,0.08830624503061876,0.0809491255081174,0.06211830289217459,0.06745285609827725
166,"I don't really have any critiques. I just wish the models were labeled a little bit better, I think I remember accidentally selecting the wrong model number since they were all so similar and then I couldn't go back and change it.",0.06375419700908809,0.07862547892572662,0.08925664211175975,0.563171410917913,0.10001015290903338
167,One critique I have is that using only a few types of graphs might have limited how we saw the full range of data visualization. It would’ve been better if we tested more complex graphs.,0.7067158081735139,0.0912932016458237,0.07829477710792618,0.060063887223309416,0.06363232584942671
168,I do not have any critiques. I think this study was easy for participants to understand and collected good data.,0.026396353273013252,0.031013272266293086,0.04592249839423926,0.7684051635710649,0.05246711127542335
169,I don't have a lot of critiques for the study because I think it has been carried out very well. I do think that presenting some of the information about the guidelines of the research project at the front end of the project would have created better results and had everyone understanding the importance.,6.659012529623955e-309,7.841364954344304e-309,1.240811148594883e-308,1.0,1.563090293301106e-308
170,One critique that comes to mind is the sample size. It may have been too small to draw a very strong conclusion if the study was a lot larger than you would be able to have a stronger conclusion.,0.03785896356204391,0.05013753981560377,0.0881112879225323,0.26040898772700133,0.1519436212633471
171,"One critique I have is that the study could have used a larger group of people to get better results. Also, it would have been better if we had more background information before participating so we could understand it more.",0.034975901229449935,0.042268833911588054,0.074055208787818,0.33059403886010347,0.10335619093301576
172,I would say they need to go into a little more detail about the purpose of the experiment before we do the study so we have a better understanding of what we are participating in. Also trying to compare different types of charts more diverse from each other so that there is more of a significance shown in the data.,0.670569978716796,0.12005096104472128,0.08697593353476807,0.056075190672190696,0.06632793603152393
173,I think the study could use more types of graphs to better understand the impact of 3D and 2D on perception. I also think that having more people participate in the study would show more accurate results.,0.8611174233997536,0.03998082508236009,0.037954392691267734,0.029439794053631094,0.03150756477298744
174,I think that having the digital portion be interactive when looking at 3D vs 2D could have been a great way to eliminate any skewed graphs based on perspective or angle. I also think that doing this study and collecting a larger sample size would be a great way to make the information about perception more generalizable.,0.8338531006151569,0.04769365744519579,0.045263128933775744,0.03529023480160266,0.037899878204268926
175,"It was a very well done study, and I wouldn't have a whole lot of changes to make on the front end, however I would suggest perhaps putting components' (this may be different from the online class to in person) due dates closer together, so that all of the information used in the last assigned component is still fresh in the participants' minds",0.08060304696033822,0.09818704136881268,0.1281730594655341,0.16576603498577405,0.11837718564652117
176,"The design of this study did not take into account the differences in the participants' visual abilities, which may have affected the judgment results. In addition, the inconsistent experimental environment (such as screen size, interference, etc.) may also affect the data. Improvements include adding background surveys, unifying the experimental environment, or using more types of charts to enhance the comprehensiveness of the study.",0.7595441853909991,0.06865411571461312,0.06582631688479838,0.051195193156594,0.054780188852995466
177,I was not a fan of the extended abstract. It was hard to understand and digest the information. I would not mind seeing it taken out of this project.,1.0436041475419474e-308,1.0,9.54257044031752e-309,7.658050140570184e-309,8.310373498353267e-309
178,I do not have any critiques of this study and its design. I honestly really enjoyed the experiment. I liked that they did provide the results as it was interesting to see how others interpret graphs differently and the statistics behind it.,0.6727658543587088,0.10510523846958049,0.0878432442728431,0.06558734020631016,0.06869832269255752
179,I think the study could be modernized. Even the online resources were glitchy and made it hard to work. There needs to be some updating for future research.,0.08240543935989245,0.1333182184059077,0.16086284112872543,0.12876510506788433,0.148742920036469
180,"The only critique I had was to make everything about this study all within 2 weeks, or just 1 event. I had forgotten I even participated because I have such a busy life, so when it came to the abstract and reflection, it made it difficult to answer because I could not access or find the old information on what I had even done.",0.03796197607312391,0.04491744384053338,0.06780589090141427,0.4085647595373085,0.08578173576427713
181,I think giving more information before the class starts would make it better. If there was an explanatory video at the beginning of class I for one would have participated because I would have more clearly understood what I was signing up for.,0.10572946374431481,0.4245238022707514,0.09891175294270949,0.07282280840131414,0.08410428960709668
182,The study could have used more people to get better results. It would also be better if the participants were more different from each other. Like using random selection.,0.07755395495226984,0.10560257239609441,0.3156690538578367,0.09445016280969436,0.2011339359148853
183,There should be a larger pool of subjects tested. I think it would be more accurate if the test was given in one format rather than offering both online and physical test kits.,0.10102523891484756,0.12422453094239513,0.23093330112821606,0.08659682553737612,0.12518514982669712
184,I think the design of this study could have been easier to follow using an applet or something we are more familiar with. It could have made the study easier to see visually on random charts.,0.5320930765979461,0.15790702526872846,0.13349347297624686,0.07884461295261194,0.09766181220446665
185,"My critiques of the study are the population of the participants. I think it could have improved the study to answer the question if 2D or 3D models were better by expanding farther than UNL statistics students maybe to other majors, like arts, or other ages like elementary. I think a more random sample would have been better.",1.0,4.709950871063743e-309,4.398959276954087e-309,3.405103067827287e-309,3.57405095379702e-309
186,"One critique is that the sample size may have been too small to generalize the findings broadly. Additionally, increasing diversity in the participant pool and including more control variables could have strengthened the validity of the conclusions.",6.87354980661889e-309,8.84271261574254e-309,1.955107904469072e-308,1.470712288003699e-308,1.0
187,"I think there could have been more samples shown to us, I remember only working on this experiment for 10 minutes or so, and maybe asking us about more pictures could have helped them to get more accurate results. Overall I thought the study was completed very well!",0.08218769077223215,0.39668274831342737,0.0686104727791496,0.05841486366650872,0.05428651622175955
188,A critique I have of this study would be is it used limited amount of graph types which could affect the results or the comparisons that are being made. What could have made this study better is having more diverse graphs along with a wider participant group.,0.7293922456269828,0.08653928577382165,0.07245809934319065,0.05405369985093801,0.05755666940506674
189,The only thing that I could say was having a better understanding of what was being tested before have someone test it. Otherwise I think the rest of experiment was good.,1.33945637828875e-308,1.0,9.347632619316635e-309,8.3776971491302e-309,7.538954125168554e-309
190,I think they should have limited the study to only in person or online. I think the perception of a 3D object is extremely different online compared to in person.,1.0,4.507144041604155e-309,4.222785656808263e-309,3.27678736611145e-309,3.481832858248845e-309
191,I would have liked more information on the point of view distortion in the abstract. I would also like more information on this study in the abstract as it seemed to all be about replicating previous data than what the study was aiming for.,0.0920075130268925,0.19706902092483652,0.1352019491935505,0.08711364264998223,0.12298549885511474
192,"To me, to effectively critique this study you have to consider the experiments purpose, and the data/results found from said experimenting. If the conclusion aligns with the findings with the research questions, and a example of one of the overviews answered was ""how do 3D printed charts compare to 2D and 3D digital charts"".",6.619590620635095e-309,7.693940898307986e-309,1.2533142818527954e-308,1.0,1.4753779235437997e-308
193,the sample size may have limited the ability to detect statistically significant differences between graph types. The graph type within ratio may have made some effects harder to isolate. Another potential improvement would be to include boarder range of particiants beyond statistics department to reduce possible bias from individual with strong data literacy. Also more trials per participant could increase precision.,1.0,6.934483341782547e-309,5.71739431526069e-309,4.215679513037164e-309,4.6410399226434e-309
194,"I think as a participant, a video or resource from the beginning about the purpose of the study would have been helpful. I wasn't sure what the purpose was and because of this found it harder to complete the experiment without being offered much information about it.",0.08556833548804599,0.5049210989601057,0.07514399295546932,0.0570810239863635,0.06337766557620192
195,The study could have been improved by prepping subjects better. I was fine just reading the instructions but I do think I missed a few key components of how the shiny app works and some answers I gave before I understood could most definitely be outliers and affect the study and significance of the results.,0.09455853254581077,0.11248235955939019,0.23485451984591518,0.08065145903054388,0.10700580531117276
196,"The critiques I have of the study and the design are the way it was set up. I believe that 3D graphs are very complex and hard to view. It is clear that the study was to see how students view the graphs, but it is pretty obvious that the graphs are not clear enough to see the data.",0.821633011063998,0.0529902785157843,0.048363973614423204,0.037387073273418864,0.039625663532375684
197,"Rather than randomly assigning the graphs to be separate or adjacent, it might be better to incorporate the randomization in a way that ensures one ratio doesn't randomly end up being assigned into one category more often than we would expect due to happenstance, just in case. Moreover, the color variation of the graphs might have some unknown influence in how the graphs are interpreted. Given the future implications, it may have been helpful to see how accurate 3-D printed models are when interpreted by the visually impaired, especially considering many blind people do have some degree of vision and may find some use in 2D models to compare to.",0.7959460811003284,0.06255499504323567,0.054529047105708384,0.04162914318795791,0.04534073356276961
198,Some critiques that I have of this study is that they should explain more of the origin of where this project is coming from because I thought that that was really interesting.  I think something to make the project better would be to post somewhere the results of the people in your class so that you can see what you are contributing to.,0.06373406423956667,0.07090008807756583,0.11469234425888399,0.3867048305654376,0.11111447573310143
199,"One criticism is that generalizability suffers from a seeming small sample size. Furthermore absent clear addressing of any confounding factors could weaken the validity of causal conclusions. Using a randomized design, stronger controlling variables, and more participant variety might have helped the study to be better. Furthermore improving credibility would be a clearer definition of statistical tests and technique.",0.012531402410411743,0.016003725448443046,0.03374455829252916,0.034063960992050654,0.7514776258405347
200,"One critique of the study could be that it may have used a limited range of chart designs or participant backgrounds, which could affect how generalizable the results are. Including a more diverse group of users or testing different types of data representations might have strengthened the findings.",7.13179632552675e-309,9.16376674676124e-309,2.0240660816375557e-308,1.5155570556134764e-308,1.0
201,"A critique of the study could involve its sample size, selection bias, or methodology. Improvement could include increasing sample size, ensuring random sampling, or using a control group.",6.76784802965661e-309,8.711477909910056e-309,1.8155935462129506e-308,1.5331520189847274e-308,1.0
202,I think some critiques i have of the study is the length of time in between the parts we participated in. I found it difficult to tie back into the experiment during the reflection and presentation as we participated awhile ago and are constantly learning various information at a large scale in multiple courses at once. I believe it would have had more benefit to participate in these closer together to better retain information.,0.06529410429529589,0.07763050694477938,0.11854928418998856,0.20465799549060013,0.10877267538531435
203,"One critique of the study is that it relied heavily on subjective opinion, which can be influenced by individual biases or screen size differences. To improve it, the study could include a larger and more diverse sample size, control the viewing conditions, and compare 3D graph interpretations with 2D versions to highlight specific differences more clearly.",0.7538760063137234,0.07020943685418676,0.06735841161422203,0.052445121651378476,0.05611102356648924
204,"The study could have used a bigger or more diverse group of people. Also, some things could have been explained better or more clearly controlled.",0.08740906734922184,0.1235058221409667,0.265986988201121,0.10068667014396537,0.21682113209550585
205,one probelm I found with the study is it might not have enough people and more types of people.,0.06458113385269267,0.08732292445651907,0.27455384087042084,0.08825999107477883,0.23374241257716807
206,"If I were the change this study and the design of this study at all, I would change it so that the group of participants was of all kinds and from all over the world. I would like to see lots of them speaking different languages and see if people from different countries have the same thoughts or if they think differently. By doing the study this way, you get lots of different results especially if the people have no idea what they are doing and don't know anybody else in the study.",0.08481968165207944,0.11674993277932698,0.29351107324598535,0.10302122207463357,0.19630777017875536
207,"I think the design of the study makes sense in order to test between 2D and 3D graphs. What could have made the study better was giving it to students during class rather than outside of it so they may not feel as rushed to finish the assignment, therefore giving more accurate results.",0.761119474464262,0.07240019625694842,0.06442705065196448,0.049032989188032526,0.05302028943879278
208,Providing a few practice rounds of questions could have helped. As well as more refined online graphs.,1.0,6.6734810424288e-309,5.478099976346245e-309,4.12533422882187e-309,4.509045685716766e-309
209,"I believe the study is well-designed and cannot think of any improvements on the design itself. However, because participating in the experiment asked for our age range, there may possibly be a correlation between participant age range and participant accuracy/performance (i.e. are college students/young professionals sharper ages 18-25 more accurate than middle age professionals ages 35-45 in the experiment while the former's brains are absorbing new information everyday in college?) The conductors of the study may have already searched for a similar comparison but did not mention it due to lack of correlation.",0.1277622134444347,0.16928143049859837,0.14589323624556447,0.08729347920526229,0.09321142873840665
210,I don't think I have any critiques. I don't see anything that I would change.,0.05275101275235671,0.06470936721320847,0.0764827067775304,0.6135763114115231,0.08729848371890216
211,I think that the experiment could be designed better and measure a different thing that isn’t comparing sizes based off of the other size of something. It could have been designed to describe what could be seen from what angel or having all the levels be on one measurement scale.,0.08482476154620512,0.5762112527201387,0.05965102239223818,0.04786312397321138,0.04643663916120504
212,I have no critiques for the study or its design. I think the study did a very good job with how it was designed.,6.841525828124707e-309,8.03947637564292e-309,1.2297898059287706e-308,1.0,1.4017678575091753e-308
213,I didn't love the color we used. I think we could've used more eye-catching colors and less words. That way we wouldn't have been reading off the slides as much.,1.0,1.5171971402439997e-308,1.0393966806450814e-308,7.962069240807643e-309,7.42929720678309e-309
214,I really enjoyed this study. It was well made and not overly complicated to where someone younger couldn't do it.,0.07920675339656533,0.10496429289940505,0.12554572320272983,0.15880985164703512,0.122579747281245
215,"-I think potentially looking at how accurate students (randomized) from STATS 218 classes are able to identify the shorter bar and the 'size' of the bar within 'kits' of just 2D, 3D printed, and 3D virtual graphs. This would've helped determine better the differences between the graphs, instead of having every student get all the graphs when doing the study, it was more overwhelming.",0.7955771257117518,0.06155089274114494,0.05592826622739449,0.04156359312977715,0.045380122189931614
216,The study faces a limitation because its small sample size reduces the ability  to generalize its findings to other populations. The research would have gained stronger results by recruiting participants from diverse  backgrounds to achieve better population representation. The study would benefit from two changes: adding a control group and  lengthening the experiment duration to generate more reliable data about variable effects.,6.464259992369903e-309,8.348863652157585e-309,1.7787159977036846e-308,1.310736789354471e-308,1.0
217,Spreading out the steps of the study over such a long period of time makes it difficult to recall what every step entailed. Doing the steps closer together would have allowed me to provide clearer feedback. Perhaps having the whole experiment proctored instead of not could have altered the results as well.,0.07051626973612257,0.5319209956476297,0.052315717391099865,0.043126821888729044,0.0429456788287226
218,"Would it be detrimental to add more shapes for people to count like a square, triangle, and circle?",0.6932741610727963,0.09267714363483617,0.08374884491339958,0.061998024009426556,0.06830182636954148
219,When I did the experiment I was confused about the circle and triangle. I thought it was about the graph as a whole and not the individual bar that she shape was on,0.825680688382574,0.04615827601174452,0.03796206049767344,0.026490719216162893,0.029908019154594175
220,I do not have any critisims of this study. It was done well and the results show an interesting conclusion.,0.03586578759859492,0.04906877594979788,0.0657238723884621,0.35167978064386146,0.08274030046399161
221,"I don't really have any critiques on the study and its design since as I was tasked with following procedure. But a small thing that I would maybe add or change, would be to simplify / dumb-down the experiment so that the experiment can be applied to a broader group. Or maybe in general just apply the experiment to a broader group, rather than just the statistics department.",0.08588827723669736,0.09190834370258524,0.24531057346433047,0.2112917615205748,0.12820412853769123
222,I would say that one critique I have of the study was that it seemed to be that the instructions provided were fairly vague and could be left as something that was requiring assumption/interpretation of the participant during the actual data collection stage.  I think that something that could have been improved would have been providing clearer instructions as well as specially stating what things were being tested and how the results would be interpreted following the conclusion of the study instead of just basically giving a sheet of paper that had vague and slightly confusing instructions.,0.04982039338893171,0.05684585266357539,0.09832533679560863,0.44059371083928806,0.10156050918715172
223,"I feel as though as a participant, it would have been nice to have more information. I understand that we were not supposed to have much information, in the first place so that confounding variables would be much less. But, I think that we could have had a little more background data - I was very confused when I was completing the study!",0.09811452654448251,0.18621241085006418,0.14897557841596115,0.08299181206820537,0.11808329677166332
224,"Random sampling could’ve allowed for generalizing the results, so that could’ve improved aspects of the study. They could also in the future test if the way they are asked to perceive the graphics changes the results.",0.36082602809348785,0.15069904835879988,0.13686768956861906,0.07512405293501383,0.09177504701375981
225,"Is there a way to observe or have students outside of Stats 218? This would provide large sample sizes and potentially provide a more diverse sample population, since many Stats students are typically STEM majors, and this may be a potential skew to results.",9.4209629111998e-309,1.007584457402337e-308,1.0,1.1339972854319793e-308,1.4463817007380854e-308
226,"One criticism leveled at the study is that it may have had a small sample size or lacked variety, which might have influenced the dependability of the findings. Furthermore, the study design should have incorporated additional controlled factors to avoid bias. Extending the data gathering time or employing mixed methodologies may have resulted in a more in-depth knowledge of the issue.",6.71060325203885e-309,8.64276071271728e-309,1.8661796666724054e-308,1.4437242048280417e-308,1.0
227,"I think it would have been better if we had been given instructions beforehand. If we were given the abstract to read over before the participation component, I would have been way less confused thr9o9ughout the whole experiment.",1.1646656189924056e-308,1.0,9.638527507409466e-309,7.834681420093526e-309,8.058929301297473e-309
228,"One critique is the lack of diversity among participants. I think extending this study beyond the statistics department/students would yield more informative results, as you'll have people will various majors, skill levels, and backgrounds.",9.088564763264624e-309,9.67323979909914e-309,1.0,1.3978228159134296e-308,1.551420239575587e-308
229,"I think not enough direction and information was given to the subjects prior to the experiment. Researchers may have wanted it that way, but I feel like that could've been a reason for people for complete it inaccurately. If the subjects were given more direction that would've made it better.",1.2891548726472285e-308,1.0,1.030621614135086e-308,8.298981741379686e-309,8.23023199644698e-309
230,"I think the study was well-made. However, the design could be improved by giving more information about the goal of the study to subjects before they participate.",0.08182156855966502,0.10112990899808591,0.18013756781354023,0.16228692604943998,0.1381916408112566
231,"One critique is the small sample size, which limits how broadly the results can be applied. The study could also be improved by accounting for individual differences in visual perception and including more realistic data comparison tasks. More detailed control over 3D viewing conditions might also enhance the consistency of results.",0.7817828034748057,0.062423256486419235,0.059632940128490616,0.04646319170776328,0.04969780820252112
232,"One critique of this study is the timeline between participation and the later assignments. Since the tasks were spread over several weeks, it became difficult to recall key details from the initial experience, limiting the depth of reflection and analysis. The study would have been more effective if all components, like the reflection, abstract, and presentation, were assigned closer together or provided all at once to maintain continuity and improve the quality of insight.",0.04980011288882971,0.058417601523665215,0.09301136728397377,0.315538876812714,0.11884724726854516
233,"One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have more diverse chart styles or data contexts to test how generalizable the findings are. Adding more control over environmental factors, like lighting for the 3D printed graphs, could have improved consistency. A wider participant pool and more varied conditions would make the results stronger and more applicable.",0.7662306887336496,0.0700454173440813,0.06339209144281366,0.04875044770094373,0.05158135477851176
234,I do not have any critiques for the study and how it was performed. I think that the results could be better explained in detailed in the presentation.,6.46436642844994e-309,7.79024045350185e-309,1.142241278454069e-308,1.0,1.438549883676861e-308
