id,section_sis_id,section,attempt,What components of the experiment are clearer now than they were as a participant What questions do you still have for the experimenter Write 3 5 sentences reflecting on the abstract,Paste the response code you received after participating in the graphics experiment here,As of today I am at least 19 years of age,My instructor may share my reflection responses with the researchers in this study,What do you think the purpose of the experiment was,What elements of experimental design such as randomization or the use of a control group do you think were present in the experiment Why,What hypotheses might the experimenter have been testing,What sources of error are involved in this experiment,What variables were examined For each variable identify whether it was quantitative or categorical,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,How did the information you gained from the components of this project participation post study reflection extended abstract presentation differ,If you had to hear about this study using only the extended abstract or only the presentation which one would you prefer Which one would be better for determining whether the experiment was well designed,What components were emphasized in the presentation that weren t emphasized in the abstract Why do you think that is,What critiques do you have of this study and its design What would have made the study better,year,semester,experiment
49473c84d62f08df740136b11f30f1fd,STAT-218-701.1238,27,1,"The components that are clearer now are how the 3-D graph is manipulated, like how the spaces were added between the tiles. What also became clearer was why the researchers would put other bars in between the circle and triangle. The questions I still have are how the results are different when given two bars right next to each other and when they are farther apart. ",promulgator-linker-extenuators-slamming,TRUE,I agree,To see how well the general population interprets data between 2-D graphs and 3-D graphs. ,"The use of a control group was present since only STATS 218 students were the ones who took the survey, so there could be more knowledge of interpreting data compared to the general population. ",The public can more accurately understand data when it is provided to them in a 2-D graph format. ,One source of error could be human error when deciding how much smaller the bar is when comparing two different data sets. ,"The variables were which graph was smaller and how much smaller the bar is compared to the larger one. 

Deciding which graph is smaller is categorical.

How much smaller the bar is, would be quantitative. ","The difference between the researcher and the general public is that the general public would look at the results of the research. The researcher will make the observation first and then make a hypothesis. They then will test the hypothesis and make their conclusion based on the results that are given to them. The general public may make an observation, but they aren't testing anything. ","More information was provided about how the graphs differed from each other. Also, it was clearer to me when they described who participated in the study. Also, from participation not much was said about how the graphs were manipulated from the 3-D and 2-D graphs. The abstract made it clearer how each of the graphs was manipulated from the heights of each bar, how far the triangle and circle were from each other, and how the viewing angle would change. ",I would prefer the presentation since I see how different the data would be when comparing bars that are in a 3-D graph and a 2-D graph. The extended abstract however provided clearer details and information about the study. This would be better when determining how well the experiment was designed. I say this because we are able to look closer at how each of the graphs was manipulated. ,"The components that were emphasized were the difference between the 2-D and 3-D graphs and how much smaller the bar is. While the abstract gave more emphasis on the way the graphs were manipulated. I think that it is this way, so the participant isn't paying attention to the angle of view and the distance between bars. ","For the 3-D graphs, it was hard to tell which one was a circle or triangle based on the first look. Also for the 3-D graphs on the computer, the shading and colors used made it visually difficult to tell how much smaller the bar was. What would have made the study better is keeping the graphs the same color, also having less of a shadow when comparing a smaller bar that is next to a larger bar when the observed bars are far away from each other. ",2023,Fall,Bar chart
5030bc2fec3e6212e546ab04dee73f08,STAT-218-701.1238,27,1,"After reading the extended abstract, I have a better understanding of what actually was being tested and why. From my understanding, the purpose of this experiment was to extend/replicate results from Cleveland and McGill. The study replicates the procedure from the previous study however, they wanted to measure/observe the differences between 2D graphs, 3D digital graphs, and 3D printed graphs. There also appears to be random assignment within the experiment as the graphs and questions were presented in random order; I was initially unsure if questions were randomized or if each participant was given the same questions at the same time. I am curious to see the results of the study and how they were able to measure their collected data.",hued-pressboards-exhauster-calutrons,TRUE,I agree,The purpose of this experiment was to measure perception judgement in a population currently in statistics.,"Randomization was definitely involved since this was offered to all STAT 218 students who were able to choose their involvement. This population is also large as there are multiple sections to this course. I am not sure if there is a control group however, the control may be the correct answer to each question in the survey. Therefore, how far off from the correct answer may be measured and used to observe how well students are able to perceive statistical graphics. ",The hypothesis that the experimenter is testing is if UNL students currently enrolled in STAT 218 will accurately read information presented in various ways as well as to measure their ability to perceive graphics.,One source of error for this experiment is that it is not conducted in a controlled environment. Students may be working together or not reading the experiment carefully therefore the results may be skewed. ,"One variable is how many graphics a student was able to successfully perceive - this variable is qualitative.

Another variable is how well students were able to read information from charts and how far off they were from the actual measurement- this variable is also qualitative.","The process of scientific investigation begins with inquiry and the formation of a hypothesis. From there the hypothesis is tested via various experiment designs suited for the specific research topic. Results are then analyzed and a discussion/conclusion can be made. As a researchers, it is easier to understand the amount of work types of biases that may play a role in results. However, a member of the general public may not be aware what to look for.","I was given little information when presented with the study; I was given directions however I wasn't told why or what was being tested. The post-study reflection allowed my to process all the information I was given up to that point and I was able to draw my own conclusions. The extended abstract gave me more information into the purpose of the study and what the questions guiding the study were however, I was not given any results or further discussion. Similar to the extended abstract, the presentation provided a more in depth analysis into the background of the study as well as the methods. The presentation was easier to understand in my opinion. The presentation also provided the results along with an analysis. ",I prefered the presentation as it provided more visuals for me to understand and broke down each part of the experiment in more detail. I believe the delivery of the presentation was more geared towards those who have little understanding in statistics and I was able to observe how the experiment was designed and why. I appreciated having someone explain what each graph is and the purpose of this study and the Cleveland and McGill study.,"One of the biggest differences between the presentation and the abstract was the inclusion of the results. The presentation went in depth into the results and how the data was analyzed. The purpose is to give a brief summary of the study and act as an ""introduction"" to the presentation therefore, the results were not included. Also, I feel like the presentation went in more depth into the Cleveland and McGill experiment for similar reasons. The presentation allows for a more in depth analysis into the study whereas the abstract is a brief summary.","In my personal opinion, the results were a little difficult to understand as someone who doesn't have much experience in statistics. However, I think the presentation was able to give a very basic analysis of the results that allowed me to understand more. ",2023,Fall,Bar chart
55319bb1e0f71194d6cb2ad4b85943b4,STAT-218-701.1238,27,1,As I participated the experiment had me focused on ratios. I did not think of it in length. I did not know the implications of the experiment as well. I am grateful to understand that studies such as these go on to help others and create solutions to improve the quality of life for those with disabilities.,knockdown-gnarrs-centrioles-nainsook,TRUE,I agree,I think this experiment was about understanding people perceptions based on size and understanding.,I believe that there is a control group and random assignment. This is a double-blind study so as to not cause any bias. This experiment gets a random selection sample by volunteering participants. The researchers could use random assignment as to what participants see what pairs of graphs and in what order.,"How do people understand and perceive questions visibly? Do factors of dimension, color, depth, shapes, or letters influence the perception of size?","One source is when the quiz is first started one could compare the whole graph to each other, or interpret it as the individual line that had the shapes. There are two ways that a participant may see how to make the comparisons.","color- categorical

dimension-categorical

size-quantitative

understanding-categorical

 ","From a researcher's perspective, I believe researchers are always looking for a deeper understanding. Researchers focus on the why and how, while consumers seem to focus on the what. Today with the technological advances we have made in recent years, I believe that data is collected much faster and much more data is captured with our digital footprints.","I did not realize the depth of thought that goes into experimental design. As a participant, I had no idea of the depth of the research for this data. Also as I moved through this process it gave me a clearer understanding of the study and its implications. This experiment also helped give me experience in understanding the experiment design process.",I guess I would perceive that this study would have more relevance to the presentation as it makes me believe that this experiment is much more applicable in helping researchers learn how to teach better classes than helping the visually impaired.,"I believe that one emphasized components in the presentation was the ability to use the data to help understand how to teach the next generation better. In the abstract, I liked the implications of helping the visually impaired.",The only critique I would have for the study is just a bit more clarity. I was not sure at first whether to compare the single bar or compare the whole mass of the two graphs differentiated by letter.,2023,Fall,Bar chart
5987821895f6eb505730c2f026d9052d,STAT-218-701.1238,27,1,Some components that are clearer now is why they are doing this experiment. It was to show the difference between 2D and 3D graphs and how they are perceptualize in different environments. Another thing that was clearer is that there are 21 kits of graphs for this experiment which allowed for each combination of the different ratios they used for comparison to be observed. Another thing that was helpful to learn about from the abstract was that they said that research shows that data comparisons are less accurate in a 3D chart than a 2D chart. A question I still have is how did they know what height to use for each bar and each set of bars? Like is there research done that tells us what makes it harder/ easier to visualize height difference in both 2D graphs and 3D graphs? ,brainwash-paradigm-spiderlike-transshaped,TRUE,I agree,To see how humans are able to perceptualize different graphs ,"there was a use of random graphs (to me) and colors presented to me, I also think they could have been put in a random order for each person doing the experiment. 

the treatment group would be the STAT 218 students participating in this experiment

I think the control group would be the people who did not choose to do this study, because for this case you either had to do the experiment or you did not do it. 

random selection of results could also be used to compare each persons answers

 

 ",How accurate humans are at guessing the differences of bar height in graphs,"There was no numbers on the slider when guessing how much smaller the bar was, it made it hard for me to know if I was accurately putting it in the right place or not.

 ","the variables were:

which bar was perceived as smaller: categorical 

how much smaller the bar was to the taller one: quantitative","From the perspective of a researcher, I think that the process of scientific investigation is much more intense. I think that a researcher has to do much more thinking about the experiment they are going to do, and think of all the possibilities that could happen (good or bad). Whereas a consumer of the scientific results has all of the information handed to them in a way that they can choose what to do with that new information. Researchers have a very specific process and questions they have to answer within their experiment whereas consumers of this research are able to form their own opinions on what they choose to believe based on the results of what the experiment has already given them. ","As I went throughout each step of this project, I was continuing to learn more information about the study itself. Each aspect helped me learn something about how the experiment was done, or more of the math used to figure out the data given. It also helped me to be able to think about what I did on the experiment to compare to the answers other people gave/ the data that has been collected so far. ","I would prefer the presentation. I think that maybe the abstract would be better for determining whether the design of the experiment was better because of the fact that it strictly lays out the experiment and some of what math was involved, whereas even though the presentation did that, it went more in depth about the results as well instead of just the design. ","In the presentation there was a visualization of each kit that was not in the abstract, they also included many more equations in regard to the math that was involved from the study. I think this is easier to talk about than it is to write about, and are able to explain it more efficiently. Also, in an abstract, there is only a limited amount of information people want to put in there in order to not give all of the study information in the abstract itself. ","I think something that could have made this study better is maybe reducing the combinations of ratios that were put out in the study. Less ratios could allow for more people to do the experiment, but not have such overwhelming data to go through in regards to figuring out the hypothesis.",2023,Fall,Bar chart
70072281209136637c32ad485dcdd294,STAT-218-701.1238,27,1,"After reading the abstract what became more clear was the design process and the math behind the results to interpret the data (i.e., the log error). What also became more clear was the implications of this study and seeing how 3D graphs can sometimes be misleading. One question I would have for the experimenter is why would they need to group two bar charts if the participant is comparing bars that are either in the same group or next to each other.",confinements-taskmasters-sapphire-refund,TRUE,I agree,I believe the purpose of this experiment was to test vision/perception by asking the participant to see which bar is smaller and by how small it is from different perspectives (2D/3D).,"I believe the experimental design used in this study could have been the use of a control group, considering only members of Stat218 were allowed to participate in this study.",How does one's perspective change based on the dimensions?,Sources of error could be regarding a participant's vision or the diagram itself since it's sometimes harder for 3D models to show up correctly on certain pieces of technology.,The variables that were examined were if either the triangle or circle bars were smaller (categorical) and then determining how small said bar was in comparison to the other (quantitative).,"From the perspective of a researcher, science involves a rigorous and lengthy process of hypothesis generation, experiment design, data collection, analysis, and peer-reviewed publication, marked by objectivity and collaboration. For the general public consuming scientific results, the process seems simplified, often encountering science through condensed news reports or documentaries. They see the polished end product but may not grasp the complexities and constant trial and error of the research process. This can lead to a perception that science provides definitive answers, whereas it's a long, ongoing, and sometimes uncertain process.","The participation component provided the least amount of information as it didn't want to give away what the study was about. On the other hand, the extended abstract and presentation gave more information on what was being looked at in the study and how the study was being conducted. ","I would prefer the presentation as it's more in-depth and provides a visual rather than the extended abstract. I also think the presentation would be better for determining whether the experiment was well designed for the same reason, it provides a visual for a visual study.  ","The presentation emphasizes more on why the graphs are bad and most importantly, how the study is carried out. For example, what methods are being used? While the abstract simply answers why they're doing this study and the study's importance.","Though I thought the study was well made and carried out, I feel something differently could've been done regarding the slider for indicating ""how much smaller."" I'm not sure why but the slider didn't seem like the best option especially when you're trying to get more accurate information. ",2023,Fall,Bar chart
71514e60553fb9423552980bbd62efda,STAT-218-701.1238,27,1,The components that are clearer now than they were as a participant are how the graphs have been rendered. At first I didn't really know what was going on with the graph and how a 3D version of a graph would look and different than the 2D version. I also didn't really understand what the point of the experiment was but the Future Research Implications section helped me through the reasoning behind the experiment. Overall at first I was a little bit confused as to how this experiment even worked and why anyone would care but after participating in the experiment I would be interested in seeing the results. After participating I understand how it could be hard to see the differences in the two labeled bars on the bar graph based on if it were a 2D or a 3D graph.,hellion-dielectric-rings-bustles,TRUE,I agree,I think the purpose of this experiment was to see if people who are in a statistics class differ at all from others in this study. Also the study was able to get a larger sample size with people in STATS 218 participating in the study. ,The researchers told us at the start of the experiment that there is a lot of randomization used in the experiment. I think the reason for that is because it allows for a lot of different results and perspectives to be researched. ,The experimenter might have been testing the hypothesis of if students in a statistics class would be able to better distinguish between a 2D graph vs. a 3D graph or if the results would be generally the same as the general population. ,I think that there was probably a lot of human error involved in this experiment. We all perceive things differently and I think this could lead to some very different results in the study. ,The variable examined were weather the graph was 2D or 3D which is categorical.,"I think the process of scientific investigation has to do with a lot of observations from the perspective of the researcher. Looking into something from a research perspective takes a lot of planning and observation of the research question being asked. Comparing that to someone in the general public who is a consumer of scientific results is much different. I believe that someone in the general public would just look at the results or be told the results without really truly knowing a lot about what happened, whereas the researcher did a lot more observing and can understand the investigation a lot more. That being said I think that if a person of the general public truly wanted to understand more about the investigation they could if they were able to observe more like the researcher.",The information that I gained from the components of this project differed a lot in my opinion. At the start of the experiment I was a little bit confused but all of the parts of this experiment and especially the presentation helped me to understand it more.  ,The think I would prefer the presentation. I thought that the presentation explained things very well and kept me interested in what was happening in the experiment. I think that the presentation would also be better for determining if the experiment was well designed. ,The components emphasized in the presentation were how the researchers were going to use the information from the study. This was probably not emphasized in the abstract because they wanted the results to be as natural as possible and didn't want participants knowing more about the study.,I would say that the researchers could have made the study a little bit less confusing if they would have worded some things a little bit differently. I also think that they could have use something other than the sliding bar to show by how much the bars on the graph differentiated. I could have been overthinking it but it was a little bit confusing to me. ,2023,Fall,Bar chart
72a5372cff0cff4291462bc5c05a2c6e,STAT-218-701.1238,27,1,"Yes, the components of the experiment are clearer now. The abstract gave us details to what the experiment was about and what the research question is. I now know that the experiment was set up to find how 2D and 3D graphs can affect the perception of a person. The set up for the experiment was explained in the abstract and I have background knowledge to why this experiment was set up in the first place. One question that I still have about the experiment is what is the population that is being observed here. Is it the general population or just college students?",esne-lymphokines-constabulary-chews,TRUE,I agree,The purpose of the experiment was to see if 2D and 3D models can affect the perception of those who are currently looking at the graph. Will 3D graphs make the participant exaggerate the difference in two bars? ,Randomization was used as participants all received different sets of graphs to examine. A person wasn't assigned to a certain set of graphs and it was up to random chance on which set of graphs they received. ,"For the null hypothesis, the experimenter may have been testing that hypothesis of 2D and 3D graphs have no difference when it comes to data comparison. For an alternate hypothesis, the experimenter may have tested 3D graphs have less accurate data comparisons when it comes to 2D graphs. ",Using a 3D graph and a 3D plane was something they planned for because in most previous experiments a 3D graph was used on a 2D plane. ,"The variables that were examined were what type of chart, 2D or 3D, and this was categorical. The also examined the variable of how accurately the participant was able to compare the difference in data. This was quantitative. ","From the perspective of a researcher, the process of scientific investigation is a complex one. A researcher must be able to set up an experiment and be able to remove any variables that could possibly affect their scientific research question. Researchers set up experiments to answer a question they are asking, and they must remove any variables that could possibly affect the outcome. They must also do background research on the question and gain knowledge about the overall experiment, The general public looks at the scientific investigation as just an experiment happening. They don't really think about possible variables and just look at the end results. ",Each component of this project explained a different part for the experiment. The participation was to collect data for the experiment while the presentation gave us a breakdown of what the the questionnaire was all about. It also broke down what the results would mean and what the scientific research question was being asked. ,"Personally, I would've preferred the presentation as it gave a simple explanation about the experiment and what the goal of the experiment was. It gave details to what the research question was about and how the experiment was set up to find out answers to the research question. ",The presentation emphasized the questionnaire and how it was set up to solve a certain research question. The abstract gave us a more detailed explanation about the overall experiment and how graphs set created for the questionnaire. The abstract goes into the detail about the whole experiment while the presentation focused mostly on the questionnaire. ,"I believe using more graphs from programs that are used everyday like excel would've made the study slightly better. If we used graphs that were most commonly used, we could have a more accurate result to how 2D and 3D perception are different. ",2023,Fall,Bar chart
88329480d5fe9a826e2be2eb4c4150ce,STAT-218-701.1238,27,1,"After reading the abstract, the purpose of the experiment is much more clear. The issue of 3D graphs limiting comprehension of data being stated and addressed makes the set-up and objective of the study more clear. My one question would be if there are any plans of presenting this data to educators and could it have some impact on education in the future.",aquafarming-calpains-violas-spurter,TRUE,I agree,I think the purpose was explore how data is interpreted by students and what interpretations/conclusions we can make from graphs.,"I think that it's possible for some group of randomly assigned students to compare 2D graphs and another group of students to compare only 3D, and perhaps another group comparing both 2D and 3D graphs. Randomization may have been seen to obtain the most accurate results without any bias or influence.",A possible hypothesis could be determining if there's a difference in how bar graphs are interpreted by students.,"As far as I know, there wasn't much random sampling involved or there may be some bias of sorts. The results may apply for students in STATS 218 here at UNL, but maybe not for other students taking a similar statistics class elsewhere.","* which bar was smaller (categorical)

* by how much smaller was the bar compared to the larger one (quantitative)","The process of scientific investigation for a researcher may be longer and more complex compared to that from the general public. For a researcher, more steps may be involved to conduct the experiment, making the overall process more meticulous. Additionally, it's more likely that more questions/factors would be considered by the researchers themselves. From the perspective of the general public, the process may be not as complex and more straightforward. They may not have as active of a role in the actual researching portion with researchers, but have a key role in helping understanding and interpreting results.","I think that with each module, we gained more and more insight into the study and its purpose. It was almost like this video was the last part of a scavenger hunt to find the purpose and idea behind the study and the other components were like little puzzle pieces.","I would want to hear about this study with only the presentation. That way, I don't feel as left in the dark about what I'm about to do and why I'm doing it. Overall, because the presentation goes more in depth, I think it would be better for determining if the experiment was designed well.","A lot more about the original study was emphasized in the video. I think the purpose of an abstract is to provide a short, but conclusive summary about the study, and at that point, just referencing what the study was based off of was keeping it short and simple for participants.","I think there could have been a different way for participants to determine how much smaller one bar was compared to the other. From how I see it, I feel like the sliders aren't the most accurate way to describe the difference in size.",2023,Fall,Bar chart
9120e4b7555eed0ea1cdd402206628b0,STAT-218-701.1238,27,1,It is clear that the researcher is trying to gage the difference in accuracy between estimating the length of 2D bars and 3D bars. The study design is also clear. My question however is what is the point of knowing this?,piscaries-regreen-endoplasm-upheld,TRUE,I agree,To gage students skills at estimating relative size ratios.,I bet all the same bars were used because its the best way to judge peoples accuracy if they are all the same.,Younger people are better at estimating relative size ratios compared to older people because their brain functions better.,The students are not supervised while participating in this experiement.,"Age range - Quantitive

Gender - Categorical

Accuracy of estimating size ratios - Quantitive",I think scientific investigation as a researcher looks like having a question. Then formulating a hypothesis and conducting an experiment using proper scientific practices. This might look like to the general public new information concerning a proposed question.,I think I gained a bit more information each time. For the participation I did not know any purpose except for the instructions. After the extended abstract and presentation I knew much more about the purpose of this.,I would prefer the presentation because it used more visuals and I like videos better than reading. But I think the the extended abstract contained more information about the design.,Components in the presentation not in the abstract include the stats departments participation and their predicted responses for true ratios. I think that is because the sample size was small and it was more used as a test run.,I think the study would be better if the sample size included a larger amount of different people. I also think results would be more accurate if it was supervised.,2023,Fall,Bar chart
98f6c8b263c1f505f04df430712457d7,STAT-218-701.1238,27,1,It seems to be a lot more detailed and as a participant it does not feel it needs to be this detailed. I can see more clearly now that it is very important to make information as detailed and as clear as possible so that people other than just yourself can read it. Making it so that even children could read it is important is a sign of good writing. I am still curious how many tries and how long a proper experiment should be and last.,rationalised-computerise-tropicalize-marcato,TRUE,I agree,test how accurately we could get the sliders,"gaps between blocks were used as elements, also dimension was an element all used to make the experiment a little more challenging and intriguing.",if males or females tend to be more accurate,choosing which shape is smaller. someone might rush and completely get the small detail wrong.,shape which is categorical and length of difference which is quantitative,"first you get a group of people or group of things and gather some information about them, like credentials and important information usually involving something you are looking at. Then you usually split them into groups and observe them regardless of what group they are in and it is important they do not know what group they are apart of. ","each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.",I would much rather prefer the presentation again because of the visuals and the ability to have someone else explain it. When determining whether the experiment was well designed or not you would certainly have to look at the abstract and all its information.,there were tons of visuals in the presentation and i think this is because the abstract is more limited with space and so it is important to put as much information is that space as possible without using many visuals.,"I do not really have any critiques, i would say that the study could be better if it were expanded to more than just stat students. I think students with no stats background could be interesting.",2023,Fall,Bar chart
99731a1ce7d7d5316fe9acb20bd6242d,STAT-218-701.1238,27,1,"How they made the graphs and what they were trying to accomplish make more sense now. I like how they had some of the graphs to equal the same number of differences in size. When I was doing the experiment I thought that some of them might be the same, but didn't know for sure. I also like how they want to extend their sample size the next time that they do it because it will make the results more reliable. I should have thought more on the hypothesis because after it was stated in the abstract I was like that makes sense. ",indicant-bracketed-gyved-fabrics,TRUE,I agree,To see if we could identify which graph was smaller and by how much by looking at different graphs in different ways. ,I think there was randomization because everyone is going to answer differently and there are females and males. Also from only seeing my results I don't know if everyone is getting the same graphs or different graphs. ,How can different views of graphs change the perspective of which one is smaller than that other?,"I thought that the slide bar was a little confusing even after the example. When I was taking the experiment I read the bar as the left end 0% smaller then the further you slid it the closer it was in size to the bigger graph. Someone else who is doing the experiment could interpret the slide bar differently. 

 

Another error that could happen is if the results from online-only are not separated from the ones that have the graphs printed off. ","Which circle is bigger - categorical

How much bigger is the larger graph from the other - quantitative ","From the perspective of the researcher, I think it would be stressful to get everything in line. They first have to come up with a question to be answered so the then the research can be done, the hypothesis can be made, the experiment can be done to collect data, after all of that the conclusion can be made. The perspective of the general public would look a lot different because they don't see everything that plays into the research and the time that it takes. To an outside person reading the results it could look very simple. ",The participation was me doing the study and being part of the research. The post-study reflection was nice so that I could reflect on what I thought of the study and made me think about it a little bit more and deeper. The extended abstract was nice so I could see how the study was initially put together and what they wanted to find out. I liked the presentation so I could see how the UNL study differed and what they were trying to accomplish. ,I would prefer the presentation better because it was someone talking and telling me the information. The presentation was also put together in a way that was easy to understand. The extended abstract would be better for how well the experiment was designed because it tells how the original study was put together. ,The thing that I noticed that was most emphasized was different views of a 3D graph. When he talking about it it was nice to hear that they can be viewed in different ways depending on how you look at them. Another thing that stood out to me was UNL ran it through two models to see if they found different results. ,I might have missed it while reading the instructions but I did not know that you could move the 3D graphs around which would have been nice to do. It would be helpful to maybe bold that in the instructions so the person doing the study remembers it. After watching the presentation I thought the UNL study was put together nicely. It would be interesting if they kept doing it how the data would change from year to year. ,2023,Fall,Bar chart
a76bfc0c4523c29a492fb2cdd140ee0f,STAT-218-701.1238,27,1,"The goal of the study is much clearer now, and when I was guessing what the goal was someone who participated in the experiment. Since they are now in the next step of the study in having students in an introductory course participate in the study, how do they plan to generalize their conclusion of how 2D and 3D influence perception? I would like more information on what they mean by kits. If these kits are physical they would have to look at how the physical kits are different than the online version that the stats students are taking. Is that something they took into account. ",macacos-duecentos-forcefulness-touchier,TRUE,I agree,To gauge how visual distractions affect perception of size. ,Randomization was not used because it was offered as an extra credit assignment in class. There was likely a control group in the experiment otherwise it would be hard to draw conclusions from the data. ,When the bars next to the ones looking at the estimation of size difference will be less accurate than when the bars are right next to each other. ,People are not necessarily taking this survey alone. The bar is not a very accurate way of showing the difference in size. ,"If the correct bar was identified as shorter - categorical

The difference in size for the two bars - quantitative",Scientific investigation for a researcher is a long and intense process. It often includes years of studying your topic and doing experiments to collect data. A lot of the time they have to try many different ways to get enough of the right data to prove or disprove their hypothesis. In the eye of the public a lot of the depth can be lost. They do not always see the deep research that comes from the researcher and only see the published study and think that was what most of the work was. ,This presentation goes into a little more depth about the information that was actually placed in front of the participants and how that differed from the studies that they based this one off of. They gave a visual of the kits which was a question that I had from the extended abstract. The abstract cleared up a lot of questions that I had from participating in the study by clarifying what they were looking for. ,I would choose to only hear about this study through the presentation. It provides much better detail about how the experiment was performed and where the idea for the experiment came from. It also included many more visuals that were very useful in understanding the study procedure. ,They emphasized the physical components of the study. In the presentation he talked about the differences and similarities between the studies they based off of and the actual study performed. He also showed and explained what type of kits were presented to the participants and why. The results and predicted results were also presented in the video. I think this is because the presentation was created after the abstract and the study was performed so they have more data. ,Presenting the information to participants either only through kits or only online would make this study better because there would be fewer variables in the participant's perceptions. ,2023,Fall,Bar chart
ad1643fdc850c6bfb16e21cd55065d67,STAT-218-701.1238,27,1,Why we were taking this experiment and what the experimenter was hoping to gain from it is a lot lcearer after reading the Abstract. I would like to know how accurate wer the responses from the students who did the experiment online versus those who took it in class with the extra material. As well as what the results mean overall when applying it to further use. ,paris-prosthetic-endometriosis-anorexigenic,TRUE,I agree,To see how accurate one can assume the specific height of a ar is to another on the same graph ,The randomization of everyone getting 5 out of 7 of the graphs to randomize what graphs were given the the consumer. ,They might have been testing if a 2D model is easier to estimate its relative size to another when compared to a 3D model of it. ,"Human error since it is the only main contributor, if some one did the experiment without actually looking at the graph and selected random answers which would lead the results to be different overall, but the experimenter could just not use these outliers as they would be rather clear to tell if a person attempted to ruin the results. ","Which bar is bigger triangle or circle, categorical

How much smaller is the bar than the other bar, quantitative",From a researcher the process is very laid out step by step when coming up with a hypothesis all the way to the experiment type to analyzing the data received. From a consumer side the process looks a bit odd as were are just going to do the experiment with little to none information about how accurate we might be or what the overall hope of the experiment is for the researcher. It also seems to put pressure on the consumer because we don't fully know what the study if testing for. ,NA,NA,NA,NA,2023,Fall,Bar chart
ae13fa30c15e8dbc92d19a8b633810e0,STAT-218-701.1238,27,1,The components of the experiment that are clearer now than they were as a participant would be the randomization of the shapes. The goal was to determine the outcome based on 2D compared to 3D images and the differences in the responses. A question I still have for the experimenter would be do the responses change in correlation to the participants age? Do younger adults have better accuracy than older adults? ,untestable-stashed-greyly-edger,TRUE,I agree,I think the purpose of this experiment was to be able to demonstrate how angles alter an individuals perception. ,"Randomization, shapes were randomized ",A hypothesis the experimenter might have been testing would be angles have a direct relationship with the perception of size of an image ,"The sources of error that are involved in this experiment are the complex shapes, if one has poor vision, or even depth perception it could make this experiment difficult ",Variables would be if the graph is smaller or larger- categorical ,"I think the process looks like conducting a sample group, formulating research questions, analyzing data, and looking at the outcome- from a researcher. From a perspective of someone to the general public, I believe it's about following a series of rules if you are in the experimental part, but as one in the control aspect it is about going about a day-to-day life. These consumers will then be carefully observed by the researcher in order to provide data of the study. ",When participating in the study I was confused at what I was specifically doing and what the data being collected was. Once I was on the other side of the experiment it made more sense and realized it was about perception. ,"I personally would prefer the presentation. Compared to the abstract reading an abundance of information, it is more difficult to grasp the material. ",Some components that were emphasized in the presentation that were not emphasized in the abstract would be that the 2D graphs are a lot easier to compare compared to the 3D images. I think this is because ones mind can be very overwhelmed looking at the 3D images. ,Some things I would change would be to make the images a little be more clear to see. I also think this would improve the results of the study. The online experiment was more difficult compared to if you could see the images in person. ,2023,Fall,Bar chart
