document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
132,"There were many variables, but I think that most of them were quantitative, because when we were doing the experiment, it was a lot of guessing with numbers.",0.05507855729433817,0.052916566491920045,0.05264163623181973,0.16666470895725913,0.039732240628165424,0.1257007316050584,0.06050297591022175,0.10707082419065206,0.03963029611057231,0.04765141426780646
133,The variables examined were if the participants were able to identify with decent accuracy the correct data from the 3D bar chart.,0.08846005851594566,0.035230789394726646,0.0288354353808227,0.07230738944698176,0.06567584428980727,0.040305738521903126,0.03252271452222927,0.0471403925251864,0.2163131103770072,0.04497723335793007
134,"People learn better in 2D graphs than 3D - Categorical 

 

People have a higher chance of getting a question right when they use a 3D graph - Quantitative",0.06637131392840771,0.02742566368234981,0.023090712783566097,0.03162655556537333,0.09002566642943553,0.028783735313749184,0.02520431831935351,0.027346465260554193,0.055227647015566324,0.026421083152737692
135,"the independent variable was the blocks they were given (categorical)

dependent is what height they guessed and how accurate (Quantitative)",0.08224322513400444,0.28088135751488796,0.04922353890137389,0.08004144649287075,0.06585880180573696,0.08009349107577245,0.07694981251541792,0.06388746031517592,0.06155664227672071,0.07739742526514465
136,"The symbol pi was used, and so were Hypothesis A and Hypothesis O.",0.034965152744152336,0.05237339139219154,0.06377813991181647,0.03452785769509874,0.03126306515153631,0.05868972420258429,0.5187653475693673,0.03549993920039048,0.025383932058760373,0.037548916872829026
137,The variables examined would have been what percentage the different spaces on the charts represented which is a quantitative variable.,0.09909862241943053,0.04473786068173962,0.05966652040650586,0.09396823469115358,0.06421760977587433,0.13464599087378293,0.06389823785195561,0.06065913925168991,0.04357149646901925,0.03757773797067631
138,"Online vs physical (categorical)

data percent perceived (quantitative)",0.05940782570348755,0.046750132576840644,0.052939528114926734,0.09122345612949644,0.05144464645577398,0.06859407223879585,0.050557024423080625,0.39585700270720914,0.0647445956709484,0.08224800990044144
139,"Explanatory: 2D vs 3D (categorical) 

Response: The estimated distance/height between the two (quantitative)",0.03768040013805435,0.037929925604728375,0.022395256450285242,0.04013209898766128,0.03270487237163691,0.031642616713791635,0.02628148541054511,0.03962191438917211,0.05223991231352304,0.043379176691097025
140,The variable examined was what height we thought the shorter graph was compared to the larger bar. This variable was quantitative.,0.07456603537558491,0.04749422420827402,0.06899800972575369,0.07294430555387163,0.05560544698355396,0.17065513626331183,0.07847840104032659,0.05842259048056668,0.0375361847727841,0.03734111598780049
141,The variables being examined were that of: 'accuracy in estimation of the distances' and 'male vs. female'. I would say both are categorical.,0.08705343024426723,0.04985024576641012,0.049126840199681276,0.16416899154732936,0.05320347611338093,0.11183748922427171,0.06168448386085899,0.07951879063200763,0.04733009758692151,0.052564120882501425
142,[expirement -2.docx] (/users/286374/files/21155815?wrap=1&verifier=fC22T9TgCcZie7zS8sKiVPG12cMajTtaj2MbI7Lo),0.028902669073492048,0.04597197271457844,0.04391035141887213,0.028250666618761192,0.026476245223768482,0.043236895269219505,0.12359081399708084,0.03129830580288067,0.022169985682144552,0.03796565803821632
143,"Here are the main variables examined in the experiment:

 

* Chart type (2D, 3D digital, 3D printed) – Categorical

* Bar layout (adjacent vs. separated) – Categorical

* Ratio judgment given by the participant – Quantitative

* Accuracy of the ratio (measured as log error) – Quantitative

* Which bar was identified as smaller – Categorical

These variables helped the researchers measure how chart format and layout affect people’s ability to judge data accurately.",3.2571771691180447e-308,1.3152490942777746e-308,1.0886397842878465e-308,2.108594227850729e-308,2.7282544762640796e-308,1.4016732340849834e-308,1.2115753696297557e-308,1.6719965943178053e-308,1.0,1.6834181005444205e-308
144,"Accuracy - quantitative 

Gender - categorical

Age - categorical

Taking STATs? - categorical",0.04364860092170697,0.044794947654750075,0.03632474321556482,0.05288503566127677,0.04124141942716477,0.048391920377978875,0.04449141802404552,0.08868406327310249,0.04702128871739122,0.18824371435357024
145,Circle and triangle,0.050135476401781745,0.06615820625110369,0.10669664101650891,0.04717899346715362,0.04625865068959714,0.08222577960861531,0.357453405447862,0.04873468365649238,0.036967376337793956,0.050986253921818186
146,"Effectiveness of 2D screen graphs: Categorical

Effectiveness of 3D screen graphs: Categorical

Effectiveness of 3D in hand graphs: Categorical",0.06641597402710911,0.02781006649874932,0.023058374826183635,0.032330872387381776,0.08383132785390003,0.028775296871190577,0.025194863590006694,0.02787036369112167,0.05909979026204075,0.02713623144340974
147,"The amount of time spent on each question - quantitative 

Which tower was taller - categorical",0.0454477918417914,0.09897530884795588,0.064284356255733,0.04441480554741009,0.040640908187066935,0.07713578356660164,0.2778538418258737,0.04515099966566484,0.03245789437750106,0.04840777612724123
148,"The variable that was examined was if the circle or square tower was higher, which is a categorical variable.",0.028865163628754856,0.04626656124123545,0.05013913199575793,0.02884239678734781,0.025251385903608276,0.05336442717351891,0.6617670051433642,0.029045420181585554,0.01996323424957058,0.028914470505486463
149,The variable that was exmined was triangle or circle and that is categorical.,1.784495610704458e-308,2.476515266664566e-308,3.3252943199126175e-308,1.711553464229232e-308,1.583870968135725e-308,3.0494972757258503e-308,1.0,1.7250152039144945e-308,1.2535931423480307e-308,1.764116605062176e-308
150,Which bar was bigger and what the percentage bigger- quantitative.,1.510169831041147e-308,1.365316685608016e-308,1.0,1.619951225894749e-308,1.459632177745205e-308,4.582667106728416e-308,3.0653376117879973e-308,1.698494629097128e-308,1.045221456404521e-308,1.219271754392253e-308
151,One variable was the height of the graph and that was quantitative because it asked for how tall they were and also categorical because on the graphs they had the circle or triangle.,1.0,1.691941683321018e-308,1.467511801472816e-308,3.9217003922653466e-308,4.749633842404907e-308,2.165311506073563e-308,1.6898399090871264e-308,1.9206318720437145e-308,3.3927125342011016e-308,1.6725615646613394e-308
152,"Height of the towers - quantitative 

Which tower was taller (triangle or square) - categorical",0.05111719796375822,0.10995758855552902,0.07502482584871917,0.05035296311794006,0.04568235105908014,0.08769050564961048,0.3700102704426815,0.05095891280708726,0.03646347528237444,0.05375840110332648
153,"Selecting whether circle or triangle was the highest or lowest compared to each other, and I selecting by how much lower or higher. I think that this experiment is quantitative.",1.9164253849338106e-308,2.564874058488825e-308,3.8110252874217253e-308,1.9159288756759324e-308,1.6577524454486076e-308,3.899837408239113e-308,1.0,1.9103082292963206e-308,1.29366592625937e-308,1.7962040306842707e-308
154,"Bar height estimation: quantitative.

Trial number: quantitative.

Participant ID/code: categorical.",0.060095491573638894,0.04800752896581535,0.0770693396622105,0.0674637267763674,0.048976066211268786,0.14107326453994035,0.0933233412579703,0.07871710092788033,0.03839951222676667,0.05077811823752102
155,it was quantitive because we are guessing a number or percentage based on the naked eye,1.813587563009808e-308,1.580069733058563e-308,1.90138784795942e-308,3.504827675911551e-308,1.5001929551002754e-308,2.6208311194484103e-308,1.8119318398649664e-308,1.0,1.6712840582311476e-308,2.5104688767708196e-308
156,"The person's favorite animal, which is categorical. And their estimation of bar height percentages in each scale which is quantitative.",0.06029014173949257,0.05495433683158765,0.08030291513113706,0.07234922347119181,0.04975589490270397,0.14500461016138916,0.1044789748009698,0.08974599625435882,0.04094762072381046,0.06119304453303222
157,"Bar graph size: quantitative

What kind of graph: categorical",6.345147787870846e-308,1.6419559928481833e-308,1.6763582686875422e-308,2.301703307480588e-308,1.0,2.166367280027807e-308,1.8767094765145146e-308,1.8119217938512883e-308,3.4807946672249055e-308,1.637922232943261e-308
158,"same graphs given to everyone, assigned in different orders both are categorical",6.772461029901805e-308,1.569560220607827e-308,1.617229137109432e-308,2.228314004262231e-308,1.0,2.063926387527471e-308,1.767858519055663e-308,1.724867612092354e-308,3.326003126475934e-308,1.509842132576803e-308
159,"Human analysis ability - quantitative

tower height - quantitative

bigger or smaller - categorical",0.039284681498721205,0.08763281802489052,0.03828340032438629,0.03716358724509766,0.03557030071978225,0.06007264921058977,0.08163007070231476,0.041260698288640395,0.028965073909997762,0.053018469060245564
160,"Triangles and circles, this is categorical. Shorter versus taller graphs or models, this is categorical. The actual hight of the shorter section of the table/graph, this is quantitative.",0.029248199410585343,0.041377191587440645,0.03717125673924088,0.02536092745114597,0.02565794776500453,0.04718550374659034,0.11582856657051549,0.026265110042927645,0.018901119148043394,0.027967132323787582
161,"One variable that was examined would be if the participant guessed the right proportion which would be qualitative.

Another variable that was examined was age group, this was also qualitative.",0.06986299497440365,0.03580667885049813,0.03481529762617226,0.26192742181064893,0.04272357236276319,0.05809288341454854,0.03722323702924751,0.0743282914817747,0.05106534353489893,0.041858971642614415
162,"charts you got correct online- categorical

charts you got right with physical copy- categorical",0.11296681138635406,0.028919678141977007,0.027979226921660636,0.05092502234476729,0.11261661979031597,0.037050033502572,0.03160400542078648,0.03598336927268128,0.15342151353418432,0.03575575387188286
163,"Height of a bar, categorical.",1.4164007497613957e-308,1.4685652535476213e-308,1.0,1.470119240251796e-308,1.357168270245793e-308,3.8182811857229156e-308,3.625851275868736e-308,1.6006766706281573e-308,1.019274142294053e-308,1.292195910734544e-308
164,"How long we think the block is, quantitative 

Which block is smaller, categorical",1.514364127068632e-308,1.0,1.307712609238008e-308,1.584283499839347e-308,1.354155344513636e-308,1.8824890452643663e-308,2.194489920649435e-308,1.5159240903902124e-308,1.2831232112989914e-308,1.8723730873656963e-308
165,"The different types of graphs, being physical, 2d, or 3d- quantitative 

The size of the bar in question- quantitative

If it was either a circle or triangle bar- categorical",7.038769844112321e-308,1.6940696762250364e-308,1.672072436885371e-308,2.433677492462629e-308,1.0,2.216386582492116e-308,1.9165258566676387e-308,1.8646795331890237e-308,3.7357054837793043e-308,1.724644324195988e-308
166,"triangle or circle bar--categorical 

the height of the bar--quantitative",0.03329544906336782,0.03967897972651503,0.15925677729262327,0.03271543367456881,0.030629103400335266,0.07696383075088235,0.14701656920511388,0.034451686635137445,0.02345036590592821,0.031539098382022505
167,The variables examined were the proportion of one tower to the next and if it was a star or circle. The first one is quantitative and the second is categorical.,1.988723311691769e-308,3.259552617264309e-308,3.3918360091267624e-308,2.009660181610608e-308,1.731656305276582e-308,3.806010561364118e-308,1.0,2.0195143352072534e-308,1.364124407208907e-308,1.970883179252046e-308
168,Quantitative because there were more then two possibilities.,1.867788868948433e-308,1.685373143586249e-308,2.0282780088410613e-308,3.74851323073221e-308,1.5428999830373205e-308,2.933646826110653e-308,1.9457756479641187e-308,1.0,1.676025583410924e-308,2.459191876706555e-308
169,"Is the bar shorter vs taller - categorical

What percent shorter or taller is the bar - quantitative",1.457705555343361e-308,1.422193405809072e-308,1.0,1.532317533863371e-308,1.4003943166407627e-308,4.236883170441156e-308,3.4305877168209465e-308,1.6513266200603063e-308,1.031725699344115e-308,1.2663132651410673e-308
170,"* If the students can estimate the height of the block properly - categorical

* The package of bars given to the students - quantitative",1.716897082537086e-308,1.0,1.5423329264821845e-308,1.8096246866739157e-308,1.5439917867154375e-308,2.368228947455382e-308,2.9725035393923085e-308,1.793596023081714e-308,1.394499504184423e-308,2.2929909818936137e-308
171,"There were at least two variables recorded, whether the subject got the percentage right, and whether they stayed consistent. These were both categorical.",1.78937821976113e-308,1.52502233877932e-308,1.774495303771616e-308,3.3804616264112967e-308,1.464398485148562e-308,2.434043809712542e-308,1.719702855023583e-308,1.0,1.6734958012916544e-308,2.5901624896822945e-308
172,Interpretation of graphs - Quantitative,5.238696885486589e-308,1.526110372492533e-308,1.6990305878750933e-308,2.1436225073232967e-308,1.0,2.104142676657544e-308,1.7809716874969706e-308,1.7651639137890955e-308,3.0935657581759255e-308,1.491181385702279e-308
173,"* the percentage guess = quantitative

* did they follow directions (was the guess close at all) = categorical",1.7441219276121443e-308,1.5697373989931685e-308,1.7261689115220307e-308,3.0284953408482277e-308,1.463909886217842e-308,2.341474813647505e-308,1.730682172382243e-308,1.0,1.6955316728477297e-308,3.0087132620506367e-308
174,"which bar was larger, circle or triangle. this is categorical

how many units tall is the shorter bar if the larger bar is 100. this is quantitative",0.029532235884596157,0.03293735699736181,0.07958702838117782,0.03022650972617676,0.025632419563339576,0.08854769277907504,0.2979926190541056,0.03104687084567391,0.019553716365839528,0.025609136962606187
175,"1. chart type: categorical

2. bar spacing: categorical

3. spacing between bars: quantitative

4. individual judgement: quantitative

5. accuracy: quantitative

6. size (a or b): categorical",0.07259003169638055,0.02545514078130996,0.02148068266058071,0.042068629450642304,0.06310467036237555,0.028454164414666694,0.024602519124398113,0.03218455594277684,0.5669237724477829,0.03436369949897912
176,Type of bar chart (categorical) and the height judgement (quantitative),0.03064931379007827,0.0231879432730191,0.02143185893450065,0.02212148064936815,0.029775183630243618,0.02990018104468652,0.028122788720992185,0.02445827019052931,0.020601259045470183,0.02585702408406687
177,"Type of Graph (2D, 3D digital, 3D printed)

Categorical

Perceived Bar Ratio 

Quantitative

Accuracy of Comparison 

Quantitative

Participant's Choice of the Smaller Bar 

Categorical

Order of Chart Presentation

Categorical",3.3548373893547546e-308,1.309511523358261e-308,1.096032100562716e-308,2.0536395688166675e-308,2.934712744738246e-308,1.4047753613769453e-308,1.2222706459781194e-308,1.6344483827900056e-308,1.0,1.667872915824048e-308
178,"The main variable looked at where the different types of graphs in the accuracy of the individuals answers the type of graph whether it was 3-D 2-D, digital or 3-D printed there is a category variable because it will involve different groups of categories, so the accuracy of the ratio judgment is quantitive because it measures with numbers specifically using a log air formula, another possibility is a categorical variable. This could be the layout of the bars like is it adjacent or separated.",0.11996122582970435,0.02541418440787438,0.022592204816031893,0.045324586903420824,0.0834629413500478,0.029925156397308247,0.025588430194038503,0.03020077137436824,0.22128031426300704,0.029979898462415378
179,na,0.04290316417584865,0.06247176382627131,0.07508479104290627,0.04178372730017477,0.03952581193635061,0.06651662322666806,0.23828877220139014,0.044433144831774206,0.03295716687298274,0.05010314893044369
180,"Type of Data visualization: categorical variable with three levels, 2D graphs, 3D digital graphs, 3D printed graphs

Ratio of Smaller Bar to Larger Bar: Quantitative variable the ratio is numerical values

Perceived Ratio of Smaller Bar to Larger Bar: Quantitative variable it represents the participants estimate of the ratio

Log Error of Ratio Judgment: Quantitative variable its a calculated numerical value representing a difference

Bar Chart Comparison Type: categorical variable with two levels, adjacent and separated",3.797982073410832e-308,1.296158997619584e-308,1.104194130478023e-308,2.0093994646969884e-308,3.445093613958099e-308,1.414292481781957e-308,1.245720847275715e-308,1.5516784948440763e-308,1.0,1.6296128251757246e-308
181,The size of the graph - quantitative,5.59767524744268e-308,1.5681550636093917e-308,1.8038224096076283e-308,2.123842115196584e-308,1.0,2.21973821117741e-308,1.8929372399701296e-308,1.7685811545344094e-308,2.757669005288454e-308,1.4885416062928117e-308
182,The variables examined were the block size percentages compared to one another. They were quantitative because we were guessing the size of the block based upon another.,1.638591611756092e-308,1.0,1.368125248238488e-308,1.725410060372965e-308,1.430658261941511e-308,2.0526583833620927e-308,2.2742824597933416e-308,1.604261942616819e-308,1.3449566083138267e-308,1.8863695195007217e-308
183,"the people used - categorical

and the style of bar chart- categorical",0.11247672876503505,0.02954642108292318,0.028703416214076797,0.05117016860881646,0.12149762150956805,0.03802226609397745,0.03252770812223572,0.03640994405446036,0.140720803069237,0.03614695666685187
184,"This experiment examined multiple variables, including quantitative variables and categorical variables. Quantitative variables include the proportion value estimated by the participants (the relative length of the triangular cuboid and the circular cuboid) and the true value of the proportion, which are numerical data that can be mathematically calculated and error analyzed. Categorical variables include the shape of the labeled figure (circle or triangle), the number or code of each model (used to distinguish different 3D bar graph models). By analyzing these variables, the experiment can explore whether the shape of the figure and the characteristics of the model have a systematic impact on the estimation of visual proportions.",3.136283018290622e-308,1.3206956801814617e-308,1.0948656919131426e-308,2.1388574992730485e-308,2.6267696366939063e-308,1.4111633022435137e-308,1.210172066810417e-308,1.7047896611316675e-308,1.0,1.6815403648803385e-308
185,categorical,1.449600992936813e-308,1.771753028724263e-308,1.347391274642289e-308,1.8323027779941323e-308,1.3847771947885613e-308,1.7194050139986657e-308,1.6398189144758287e-308,3.5906058323227613e-308,1.6218688458437826e-308,1.0
186,"Accuracy of noticing the tallest of the bars: qualitative

Type of graph: categorical

Response time: qualitative",0.08598388135594565,0.035084322704802266,0.03149628514823532,0.05263478166323707,0.11443326849856798,0.041917228318500144,0.036694702477099404,0.04207339168775107,0.1426821250302455,0.04422204730279757
187,The variables were how we were able to read the graphs.,1.0,1.610396205645392e-308,1.4010130919048475e-308,3.6295592798182157e-308,4.3517762886726653e-308,2.0179625816579224e-308,1.58807901522516e-308,1.8307755779798105e-308,3.4289237879828314e-308,1.5839854931591485e-308
188,"The ratio of heights was categorical, each graph was presented quantitatively, and then the test was administered categorical.",0.39262865848501516,0.039196327013729444,0.035798969019280175,0.06906026121803578,0.15361757801042375,0.05514721050922641,0.043077943242781226,0.04265065582521064,0.06295191126993104,0.03712714917941006
189,"One variable is the type of chart, which is categorical. Another variable is the accuracy of bar size judgement, which is quantitative.",0.28726812933818857,0.04475528256384539,0.039960459491526844,0.0935103378434998,0.1361676130756397,0.05687040183258486,0.04652436553944223,0.05464401798789227,0.14836005470078392,0.05392565966889941
190,"size estimated - quantitative

over or underestimate - categorical",0.031941462555619665,0.033046264038454315,0.16025834449599727,0.039838519040702264,0.029523482987618165,0.12086777496798783,0.06954961050407452,0.047775346661008224,0.023584580891380984,0.031024039509743896
191,Variables examined were participants reading charts and making judgements without physical measuring and this is qualitative and they found the difference in their judgement and the actual result and this is quantitative.,0.07504734606121173,0.03885569637776676,0.03762606727630832,0.21378450101043472,0.04757158533026709,0.06150266325785846,0.040111525200191796,0.08550614856359927,0.06003006789495484,0.0476690917549772
192,"The variables examined were the X, Y, and Z axes (quantitative), the color of the points  (categorical), and the shape of the points (categorical).",0.1051997881452776,0.04294712452587088,0.03233690836467826,0.10283578034537671,0.06752920124606301,0.050129491371245366,0.03961438324455153,0.0521547160588527,0.09055138838542344,0.05108272487615737
193,"I do not remember the exact variable used, but they were most likley categorial because we did not have to do any numerical calculations.",0.05251313385792132,0.04984712244487667,0.0673684492045945,0.0858307415681465,0.04007927398195282,0.28840563356135945,0.08813131224244364,0.07925660653070309,0.033699595811792486,0.04547717821850051
194,"The variables that are examined are the chart type which is categorical, bar spacing which is categorical, true ratio between bars which is quantitative, participant’s judged ratio which is quantitative, log error of judgment which is quantitative, and which bar was chosen as smaller which is categorical.",3.9404229350616853e-308,1.3579711188246326e-308,1.139045267670785e-308,2.2128681054838887e-308,3.309166984911729e-308,1.485345053253144e-308,1.286404819139066e-308,1.688195273498706e-308,1.0,1.754951513500354e-308
195,"1. Type of graph – Categorical

2. Accuracy of bar height judgment – Quantitative

3. Time taken to respond – Quantitative

4. Participant background or experience – Categorical",0.09903051426487662,0.03769681457959334,0.033139978581289205,0.0574292283720439,0.12191784762127564,0.04441416922762232,0.03867709574385756,0.04539546191521879,0.16797358990192982,0.04788337445153772
196,The quantitative variables were the participant's numerical guess and the actual answer. The categorical variable was the type of graph.,0.4094200735194142,0.03562154223368398,0.03125902437718054,0.08606298479909057,0.09332947251562355,0.045224080138895555,0.03497756066315908,0.04365765461373151,0.09392880675441925,0.037140216051302494
197,"Type of chart- categorical

If the correct answer was given- quantitative",0.0920034920101381,0.028328710325391943,0.025300726338300234,0.05581964903461187,0.06979042191480786,0.034643484620441735,0.028365808874773853,0.039206187997105534,0.1803990921095195,0.03849951228552351
198,"1. Age of the Cow

*

Type: Quantitative

*

Description: The exact age of each cow, usually measured in years or months, to identify how age influences calving difficulties.

2. Calving Difficulty

*

Type: Categorical

*

Description: A classification of how difficult the calving process was (e.g., easy, moderate, or difficult). This could be assessed based on the need for human intervention or complications during delivery.

3. Calving Assistance Type

*

Type: Categorical

*

Description: The type of assistance provided during calving (e.g., no assistance, mechanical assistance, veterinary intervention, etc.).

4. Calving Outcome

*

Type: Categorical

*

Description: The outcome of the calving process (e.g., healthy calf, stillbirth, live calf with complications). This could also be categorized based on the health of the calf or cow after the birth.

5. Weight of the Cow

*

Type: Quantitative

*

Description: The weight of the cow could be used to explore how body condition or size influences calving ease.",0.0895683678504571,0.037901074578931,0.03112272878510186,0.06112889600102776,0.08074885714630854,0.04167630163436554,0.03627946401031048,0.049146102148445725,0.3366917017534713,0.05499805861758979
199,"Some variables that were mentioned in this abstract were the bar spacing/color, and also how the graph was being formed or the orientation of the graph whether it was horizontal, or vertical pertaining to the data collected. These variables are categorical. Other variables such as the height of both bars (2D and 3D), and the size of the data represented, are examples of quantitative variables.",0.404569113363555,0.03682062491244559,0.032008771687232644,0.0740386057052118,0.1224388426807884,0.045057597001977354,0.037104055008651445,0.04291258839045905,0.12542764553253508,0.04160847775944656
200,"Graph type- categorial 

Bar grouping type- categorial 

Judged ratio of bar heights- quantitative

True ratio of bar heights- quantitative

Error in ratio judgement- quantitative",0.0721995172543435,0.02325651764893829,0.019997067151320977,0.03566800358700027,0.07148439335684871,0.025727539572539655,0.022637090715784083,0.027014676488214383,0.48274288121028175,0.028526029822458446
201,The categorical variable would be if students were able to perceive data better with the 3D models.,0.06399117152157321,0.029947918471894423,0.020920488518537617,0.048319826853255775,0.044720374388035486,0.030360708299139765,0.02429039721104554,0.033648018192041364,0.06716792376969583,0.03119597192965309
202,"Variables I remember asked was age and if I was a member of stat 218. Age is quantitative and if I was in the class or not is categorical. The response variable is my score on the experiment, quantitative.",3.9280191947152554e-308,1.839258230036203e-308,1.7663819309081435e-308,1.0,2.185610796572941e-308,3.1491005218720346e-308,1.9685324707000903e-308,3.255394699086989e-308,2.3262459744760396e-308,2.039822620614969e-308
203,"The variables which were examined where the type of graphical display (categorical) as well as the graph features; color, size, and shape, which is also categorical. Another variable examined would be the accuracy of participants responses. This would be quantitative because students were asked to give a number for a portion of the graph depending on the number assigned to the other portion of the graph.",0.5911758801641219,0.029283993125399532,0.025863121094075247,0.058250787921111116,0.08960793985021913,0.036278903072817704,0.028789058966256453,0.033847481162229937,0.07257827773546474,0.028948557754251026
204,"Explanatory variable: Type of graph (i.e., 2D, 3D, or 3D printed); categorical
Response variable: Accuracy of participant in estimating bar length; quantitative.",1.0,1.551708950690979e-308,1.3729191382164435e-308,3.186724123844148e-308,5.352274171084391e-308,1.923405474932872e-308,1.564358726134962e-308,1.7901828333452207e-308,4.4444150931655383e-308,1.650789537449011e-308
205,The variable that was examined in this experiment is if people view 2D and 3D differently and which is more accurate.  It would be categorical because there are only two groups.,0.05839641661255634,0.03132508662721116,0.020064091505404363,0.05070895461276167,0.03883078919818372,0.030876937565217255,0.024079593951247875,0.03236262620653966,0.048100841788091014,0.030248378806381326
206,"The actual height difference between the blocks is quantitative, as the testers estimated. The estimation of error would also be quantitative. The taller block correctly identified would be categorical.",1.726979862368821e-308,1.0,1.5475208165597777e-308,1.835752072916873e-308,1.543847951680569e-308,2.3936265251532776e-308,2.942046871396836e-308,1.8091718794877084e-308,1.399245824634282e-308,2.2726342541455443e-308
207,"*

How long something took – that’s a number, so it’s quantitative.

*

What choice someone made – like picking A or B, that’s a categorical variable.

*

Which group someone was in – like Group 1 or Group 2, that’s also categorical.

*

How many things someone got right – that’s a number, so it’s quantitative.",0.08771451762187119,0.03452288223132347,0.032149299799466916,0.24362748237328202,0.04836077550863363,0.05476896774860444,0.03672962765642066,0.059482326563069524,0.05373337745486127,0.04363735356912951
208,"Percentage - quantitative

How many people guessed what number - quantitative",0.03636050337543578,0.030903364145492686,0.035605674459595525,0.05902950601272809,0.03130435601936162,0.04537222246119209,0.03400547758498145,0.594367573479635,0.03759520848897814,0.059222407893600275
209,"Im not sure what variables were exactly examined. I belive this reflection should be closer to the time we take the experiment, as we are college students trying to retain a lot of information, especially me as a senior graduating this year. I hardly remember the expeierment",0.05322522233436075,0.04451531573806135,0.04684030504342003,0.24127549788333175,0.03697501744035423,0.10094528311664995,0.05138680927248856,0.09377380760123422,0.037049097757517455,0.04160359550039531
210,"The experiment looked at the type of graph and bar spacing, which were categories. The judged ratio and log error were numbers. The correct bar choice was also a category.",3.789669247324084e-308,1.2960977245483216e-308,1.102600157293875e-308,2.0863466071865546e-308,3.21283889425978e-308,1.419320361234543e-308,1.232101822452314e-308,1.600347523067944e-308,1.0,1.6357077528835326e-308
211,Ratio accuracy and Graph type,4.011552419777017e-308,1.2802457763917597e-308,1.107224795169844e-308,2.0302208736553697e-308,3.574739472726798e-308,1.418597882019483e-308,1.233596214257248e-308,1.532412496132046e-308,1.0,1.564273368529728e-308
212,"*

Chart type (2D, 3D, 3D printed) – categorical

*

Ratio judgment accuracy – quantitative",0.05852842161015242,0.023532967153194268,0.019260649021327483,0.036405529958863064,0.05123523530910572,0.024837652546752582,0.02176894839676459,0.02909758813477895,0.5847391065001394,0.03058127958847049
213,"Chart Type is categorical, the bar type was categorical.",0.11661690950728046,0.029311305240420995,0.028479988150977697,0.05150325037364796,0.1185930449350188,0.03777072688158439,0.03223311499911796,0.03617807737900043,0.14072578065144664,0.03580983606868661
214,The variables examined were the use of a computer or physical model. This was categorical. The response variable was how close to the true value the students responses were. This response was quantitative.,0.02960011340921998,0.0216761949422919,0.019515613515126054,0.05568962224561662,0.02248941947720757,0.028981941820921613,0.02061679149742679,0.06967218076109016,0.03020934147418567,0.03496427635333764
215,"Bar size- quantitative

Age- categorical

Education- categorical

Sex/gender- categorical",0.04788283391160358,0.04824663334201387,0.04010738288127262,0.05547490609584528,0.04511521401558858,0.0534301561935808,0.049722986527120296,0.08569416909207238,0.049084600955851314,0.160968268611603
216,"The first variable is which bar was smaller, circle or triangle; categorical. The second variable is that if the bigger/taller bar of the two was 100 units, what is the size of the smaller; quantitative.",2.068671142154821e-308,2.4394610640009047e-308,4.499770575431645e-308,2.159590424549927e-308,1.750285697274952e-308,5.805162742258411e-308,1.0,2.1511741045707374e-308,1.3415997668142555e-308,1.806079499161294e-308
217,"Categorical: chart type - 3D vs 2D charts

Quantitative: Response Time - how long it took to make a judgement",0.09427812234688336,0.03625016105409629,0.029466375896310494,0.06215797401107435,0.07672751099882996,0.03971532235768127,0.03398604228127944,0.047075978628614575,0.44108471774115926,0.050485661063963815
218,"quantitative data

the percent height difference between the two bars",0.02241816974389307,0.021845718072205825,0.41635779292039693,0.023067931893368726,0.02177905212574347,0.06262926618950071,0.05204424325176586,0.024425283323512598,0.01570438072225841,0.018921227983886
219,"How good a person's memory is - qualitative 

How good of eyesight they have - qualitative

seeing or not seeing color - qualitative",0.07419213579473176,0.039439443414866965,0.037860768413506836,0.20767414330503553,0.047820887407364725,0.06113680281306167,0.04044456645745545,0.08775463088135536,0.06188305195056854,0.049498262289623327
220,"Categorical is whether triangle or circle was smaller or taller, and quantitative would be the number of units of the smaller one compared to the taller one.",0.0325232118711607,0.04215456592009367,0.0776557594419376,0.03089156357445956,0.029267839297761323,0.06267852360836035,0.37493751293092487,0.03156785396600648,0.0225764513542041,0.030628488891940177
221,the size of the columns and that was quantative,2.4168698636815675e-308,2.5168480475263873e-308,4.2340406399769767e-308,3.8172218758457905e-308,1.9372703759365097e-308,1.0,4.583354366406706e-308,3.3606738011336176e-308,1.585692292439309e-308,1.9153781823958953e-308
222,One variable could be which graph the student said was the smallest. This is categorical because it was either a circle or a triangle response.,1.0,1.51081259544625e-308,1.3838240769142153e-308,2.7647283088695284e-308,5.583522438646371e-308,1.8955903397678165e-308,1.531006139807854e-308,1.6976522975099784e-308,3.624242365777854e-308,1.460308099487962e-308
223,"We first decided what tower was taller (whether the circle or triangle), this was fairly easy (categorical). Then we compared the 2 towers and gave an estimation how tall the shorter one was if the other was 100 units high (quantitative).",0.040398186904756495,0.07061014847962727,0.06922027294278013,0.03966639824408651,0.03587424082033526,0.07173090355489413,0.537422391243755,0.03980040881781965,0.028066428023476607,0.03962981777869886
224,The size of the stacks was given which would be quantitative seeing as it was a numbered amount.,2.475893960084215e-308,2.545407478250193e-308,3.9976401667841713e-308,4.0843029734364727e-308,1.95617762328563e-308,1.0,4.4270685179513424e-308,3.53606322754145e-308,1.6256981776440003e-308,1.9657426850599613e-308
